,BGD,SGD,MBGD,正则方程
0,195.03926637793163,689.8609517210201,204.69371236292992,944.1133046460549
1,1.6902444678269515,3.1613979312546974,1.7311348763686418,0.35032428696171614
2,31.14706882871593,43.276614347520535,31.484553030850726,30.53146582228329
3,4.378062975608882,6.549380858238265,4.423255249618506,15.89996014551394
4,0.7625010494111613,2.5196292359388113,0.8018233533340217,0.21318659276912497
5,809.6128647006257,889.3939910539615,811.6620769028449,991.1328032910661
6,8.865295278230617,2.725685549034317,8.659282545320131,5.333136052827735e-06
7,157.53291388257819,164.50710584403498,157.7829130709911,134.27757575744917
8,82.31127359639041,37.23713003111918,80.8527429448203,16.25885850628931
9,7.484365876607024,7.376730803389622,7.4689098462904076,16.157235211927414
10,46.671244125625314,26.726379654712403,46.06966241254532,11.80016952226006
11,18.261991182263934,3.4199836474936807,17.66841998057227,6.434551489784465
12,68.22384306895364,82.664190958826,68.64629303461457,63.946267464853605
13,67.40124575115557,8.82351600094061,64.98166638381775,8.621016342199079
14,0.054341491016835906,0.23292014312827883,0.05655422793658719,3.4418531538115023
15,138.73310121341734,142.901117073383,138.90235927578013,114.28652555762152
16,69.22639810766663,55.67223513767772,68.86528994231645,35.195639177677144
17,4.08810140262011,16.24338873392505,4.327693825329849,10.47455015952244
18,2.8660805943385155,0.8710297550729497,2.8022548078045495,0.3249868774639274
19,0.09626261239625437,0.18128865515006212,0.0852439471943765,3.6982838722928366
20,5.696262874363649,10.594954396627344,5.8017272388839585,22.90773249392121
21,91.34071152108434,0.3164502926148219,86.55649154785891,0.18860687015582664
22,17.266551909863292,14.084593092113748,17.15437786899544,24.58639106724772
23,44.91867029826263,61.85834665275056,45.38600649306358,46.98302007826159
24,0.1965235011469441,3.233347737965473,0.2293456870709477,11.930608984548185
25,65.95514578441278,76.81722124730014,66.28450950275854,58.07612825836557
26,113.92559071679982,84.73909196240639,113.09969306003235,56.556502625934606
27,1.0376132959850524,3.729331254621681,1.0949751838310346,0.7333976492433789
28,3.4809042761603277,34.151016927544866,3.917133781726751,30.85692672688657
29,0.003524029605521122,0.5694058349906226,0.006572069869828228,0.1412751080606768
30,0.8127224313820649,0.488939910488323,0.8066422626797277,0.4372586230299574
31,19.283130910472124,2.4179670785777336,17.87044143321277,19.25233527426029
32,658.2351182934045,538.6293470500971,654.613203772182,570.7157516693428
33,240.85072958592042,59.30328982347464,234.0465276702122,49.077184861422516
34,1.1862232090179048,7.724841945813007,1.2861890872794033,20.441640431877968
35,10.767179029921467,0.00245094934481738,10.168062047030226,0.2806787148300478
36,27.09800753230021,4.027283721141806,26.15198007289022,6.227863177267526
37,4.075646696808258,3.386235122692671,4.064677935431639,0.2359322691480112
38,2.341662981486316,0.6737980660475698,2.274511903440341,3.7934396596288056
39,474.4419813106312,197.35225011796823,464.9749769326324,178.88134824055203
40,335.815993672201,128.44640437181133,328.60984361294373,117.72138804475536
41,17.652453010317338,2.8220542632598105,17.084029649103293,0.07566776817222591
42,7.618442752416973,1.988198248045557,7.423956849082874,0.059865648420019346
